"id","tconst","directors","writers"
5605,"tt0102266","nm0001716","nm0000948,nm0382855"
4141,"tt0102293","nm0482670","nm1834353,nm1618302,nm0482670"
3010,"tt0102303","nm0000316","nm0000316,nm0164444,nm0209918,nm0352229"
3037,"tt0102316","nm0000149","nm0291082"
3065,"tt0102329","nm0485229","nm0200061,nm0485229"
3106,"tt0102343","nm0490958","nm0490958"
5716,"tt0102388","nm0612322","nm0935053"
5736,"tt0102411","nm0715916","nm0800319"
3391,"tt0102421","nm0894577","nm0894577"
3251,"tt0102426","nm0759368","nm0599291"
4972,"tt0102449","nm0264967","nm0208086,nm0264967,nm0281445,nm0774217"
3388,"tt0102469","nm0748928","nm0717768,nm0450095,nm0000636"
3454,"tt0102492","nm0956052","nm0253214"
3475,"tt0102494","nm0001814","nm0001814,nm0000636"
5786,"tt0102510","nm0001878","nm0000720,nm0001878,nm0958387,nm0698493"
3493,"tt0102511","nm0000343","nm0123221,nm0000343"
3530,"tt0102526","nm0005522","nm0942870,nm0177875"
3556,"tt0102536","nm0000464","nm0000464"
3601,"tt0102555","nm0317981","nm0537031,nm0388772,nm0725766"
3680,"tt0102587","nm0847223","nm0645470,nm7818935,nm0293168,nm0847223"
3711,"tt0102614","nm0283500","nm0377792"
5914,"tt0102713","nm0000659","nm0175852,nm0426539"
3960,"tt0102721","nm0602104","nm0602104"
3993,"tt0102744","nm0934578","nm0384398"
4084,"tt0102768","nm0001566","nm0009190"
4122,"tt0102782","nm0334353","nm0821070,nm0828562"
4162,"tt0102797","nm0410139","nm0720338,nm0569819"
4164,"tt0102798","nm0721817","nm0219720,nm0914709"
4175,"tt0102802","nm0089940,nm0325776,nm0473941","nm0089940,nm0690112,nm0825733,nm0918955,nm0473942,nm0325776"
5999,"tt0102803","nm0002653","nm0828349,nm0082677,nm0210290,nm0213100"
1041,"tt0102816","nm0477102","nm0156994,nm0158402"
4233,"tt0102820","nm0005572","nm0941948,nm0223320"
4431,"tt0102915","nm0504495","nm0321739,nm0105585"
4487,"tt0102943","nm0000500","nm0000500"
4496,"tt0102945","nm0747849","nm0697067,nm0060103"
4537,"tt0102951","nm0001355","nm0363326,nm0000921"
4734,"tt0103000","nm0349484","nm0349484"
4736,"tt0103003","nm0447944","nm0135141"
4858,"tt0103060","nm0696309","nm0247653,nm0481990,nm0486244"
4870,"tt0103064","nm0000116","nm0000116,nm0936537"
6302,"tt0103074","nm0000631","nm0451884"
6314,"tt0103079","nm0227192","nm0227192"
6480,"tt0103130","nm0001325","nm0001325"
6726,"tt0103241","nm0000568","nm0765091,nm0957205,nm0776114"
3650,"tt0103285","nm0007139","nm0007139,nm0950699,nm0504935,nm0849283"
26,"tt0103594","nm0000631","nm0097785"
59,"tt0103596","nm0005509","nm0453572,nm0256025"
292,"tt0103639","nm0166256,nm0615780","nm0166256,nm0615780,nm0254645,nm0744429,nm0560329,nm0021249,nm0423161,nm0363125,nm0629734,nm0322368,nm0740311,nm0500858,nm0969162,nm0361315,nm0510674,nm0715949,nm1061362,nm0761498,nm0683724,nm0893358,nm2481272"
5594,"tt0103746","nm0576529",NA
572,"tt0103759","nm0001206","nm0526259,nm0001206"
613,"tt0103772","nm0000682","nm0000390"
620,"tt0103776","nm0000318","nm0004170,nm0914058,nm0358334"
658,"tt0103786","nm0505152","nm0000455,nm0427468"
688,"tt0103793","nm0359734","nm0359734"
929,"tt0103893","nm0476900","nm0923736"
3172,"tt0103905","nm0069715,nm0095298,nm0688143","nm0069715,nm0095298,nm0688143,nm0851759"
982,"tt0103923","nm0089502","nm0800209,nm0456158,nm0006809,nm0088746"
988,"tt0103924","nm0248054","nm0245500,nm0248054"
1125,"tt0103950","nm0939147","nm0405783,nm0939147"
1092,"tt0103956","nm0070474","nm0238841"
1229,"tt0104009","nm0000835","nm0334457,nm0896131"
5182,"tt0104036","nm0001403","nm0001403"
5187,"tt0104040","nm0001274","nm0006904"
1386,"tt0104070","nm0000709","nm0233026,nm0462895"
1547,"tt0104135","nm0660893","nm0449596,nm0934483,nm0651762"
1702,"tt0104187","nm0562645","nm0004043,nm0770974"
1831,"tt0104231","nm0000165","nm0231190,nm0000165"
1860,"tt0104254","nm0472386","nm0185084,nm0949479"
1872,"tt0104265","nm0423333","nm0074345,nm0834338"
1998,"tt0104299","nm0614276","nm0790533,nm0696267,nm0795953,nm0319659"
2113,"tt0104334","nm0282476","nm0282476"
2140,"tt0104348","nm0001226","nm0000519"
2337,"tt0104409","nm0382776","nm0040643,nm0709752,nm0000850"
2392,"tt0104427","nm0000362","nm0000519"
2406,"tt0104431","nm0001060","nm0000455"
2419,"tt0104438","nm0000921","nm0000921"
2722,"tt0104550","nm0606483","nm0920859"
2895,"tt0104647","nm0262595","nm0262595,nm0317279"
3910,"tt0104652","nm0594503","nm0594503"
138,"tt0104694","nm0001508","nm0933718,nm0133676,nm0304665,nm0541632"
2990,"tt0104714","nm0001149","nm0090151,nm0436543,nm0000948"
3080,"tt0104756","nm0004306","nm0004306,nm0258012"
750,"tt0104779","nm0000591","nm0115685,nm0000591,nm0102722,nm0115224"
1665,"tt0104815","nm0001675","nm0001675"
3250,"tt0104839","nm0001532","nm0776114,nm0548736"
3257,"tt0104844","nm0322839","nm0322839,nm0164898"
3268,"tt0104850","nm0000118","nm0756650,nm0171720,nm0647615,nm0001279"
5761,"tt0104868","nm0378893","nm0109359"
5779,"tt0104940","nm0005008","nm0002042,nm0432075"
3448,"tt0104952","nm0528718","nm0490958"
3538,"tt0104990","nm0650905","nm0879318,nm0925276"
3630,"tt0105046","nm0000641","nm0825705,nm0285210"
2629,"tt0105054","nm0001090,nm0075981","nm0204427"
3773,"tt0105104","nm0393661","nm0706296,nm0330108,nm0521739"
3784,"tt0105112","nm0637518","nm0002007,nm0407717,nm0829329"
5871,"tt0105121","nm0000127","nm0000127"
3819,"tt0105128","nm0005116","nm0653693"
3884,"tt0105156","nm0002240","nm0323816,nm0747834,nm0002240"
5928,"tt0105180","nm0787601","nm0424941,nm0787601"
4010,"tt0105211","nm0001149,nm0262693","nm0262693"
4018,"tt0105217","nm0000361","nm0000361"
4071,"tt0105226","nm0001093","nm0001093,nm0196967"
4107,"tt0105236","nm0000233","nm0000233,nm0000812"
176,"tt0105265","nm0000602","nm0533805,nm0295030"
2312,"tt0105274","nm0821775","nm0821775"
4202,"tt0105275","nm0942408","nm0942408"
4300,"tt0105323","nm0000976","nm0037097,nm0325743,nm0531431,nm0728271"
4304,"tt0105327","nm0541677","nm0937725,nm0690431"
6049,"tt0105356","nm0221611","nm0221611,nm0273863,nm0527852,nm0758406"
4380,"tt0105378","nm0000095","nm0000095"
3698,"tt0105389","nm0411027","nm0411027,nm1461828"
4414,"tt0105391","nm0783544","nm0410574,nm0783544"
6501,"tt0105399","nm0482681,nm0007139","nm0938944,nm0007139,nm0156432,nm0939415,nm0474373,nm0212933"
4467,"tt0105414","nm0775447","nm1661375,nm0740400"
4474,"tt0105417","nm0001915","nm0397411"
4705,"tt0105477","nm0006854","nm0811414,nm0651758,nm0204030"
4724,"tt0105488","nm0525303","nm0525303,nm0100597,nm0668902"
6361,"tt0105585","nm0000776","nm0299301"
6400,"tt0105616","nm0738736","nm0548808,nm0360253,nm0053484"
4797,"tt0105626","nm0222545","nm0167983,nm0222553"
6435,"tt0105629","nm0001469","nm0193224,nm0001469"
6456,"tt0105636","nm0001353","nm0301826,nm0000709"
6187,"tt0105660","nm0700641","nm0700641,nm0148448"
6503,"tt0105665","nm0000186","nm0000186,nm0257306,nm0004111"
6526,"tt0105681","nm0341716","nm0144191,nm0341716"
6556,"tt0105698","nm0000386","nm0745330,nm0500609,nm0002041"
6561,"tt0105699","nm0438279","nm0701217,nm0441205,nm0171474"
6691,"tt0105793","nm0790715","nm0000196,nm0877425,nm0877901"
6773,"tt0105812","nm0005421","nm0005421"
3651,"tt0105839","nm0007139","nm0150909,nm0848826,nm0007139"
2280,"tt0105893","nm0438071","nm4672652"
247,"tt0106220","nm0001756","nm0011623,nm0397411"
4917,"tt0106223","nm0814085","nm0878494,nm0814085"
409,"tt0106278","nm0004372","nm0004372"
433,"tt0106292","nm0000824","nm0467942"
468,"tt0106307","nm0001437","nm0040575,nm0001437"
474,"tt0106308","nm0000600","nm0000600,nm0706898"
1834,"tt0106332","nm0155280","nm0497762,nm0523760"
562,"tt0106341","nm0208854","nm0208854"
621,"tt0106364","nm0022828,nm0456631,nm0667469,nm0722713,nm0705779,nm0863622","nm0122334,nm0227704,nm0664632,nm0714184,nm0004170"
659,"tt0106375","nm0199722","nm0000455,nm0427468,nm0089676"
680,"tt0106382","nm0009867","nm0009867"
5003,"tt0106400","nm0790715","nm0377417,nm0465199,nm0742797,nm0279576,nm0820852"
833,"tt0106452","nm0001206","nm0278277,nm0162888,nm0169540,nm0002340,nm0660016,nm0820669"
831,"tt0106453","nm0248942","nm0592436"
104,"tt0106489","nm0000134","nm0001590"
997,"tt0106519","nm0000361","nm0868620,nm0462895"
1098,"tt0106557","nm0002606","nm0441623,nm0012155,nm0000175"
1144,"tt0106582","nm0001317","nm0519026,nm0289833,nm0000230"
1205,"tt0106598","nm0006625","nm0205569,nm0000101,nm0877425,nm0877901"
1228,"tt0106611","nm0005509","nm0796848,nm0006916,nm0842476,nm0325271"
5181,"tt0106627","nm0788454","nm0788454"
5195,"tt0106664","nm0001681","nm0000175,nm0001681"
1362,"tt0106677","nm0000500","nm0000500"
1424,"tt0106697","nm0104193","nm0006997,nm0719427,nm0914058"
1429,"tt0106701","nm0145309","nm0450477,nm0000455"
1542,"tt0106761","nm0950819","nm0227704,nm0795990,nm0205157,nm0332467"
1588,"tt0106770","nm0003418","nm0167195,nm0004791,nm0451689,nm0706311,nm0003418"
1811,"tt0106856","nm0001708","nm0808076"
1945,"tt0106941","nm0001756","nm0742797,nm0465199"
1964,"tt0106950","nm0002340","nm0624639,nm0270686,nm0892866,nm0289278"
1992,"tt0106965","nm0934578","nm0907929,nm0088097"
2103,"tt0107007","nm0561813","nm0787033,nm0561813"
2212,"tt0107048","nm0000601","nm0748035,nm0000601"
2216,"tt0107050","nm0677953","nm0425756"
2278,"tt0107076","nm0000247","nm0679326"
2309,"tt0107091","nm0881038","nm0360810,nm0360779,nm0534681,nm0934093"
5459,"tt0107093","nm0420924","nm6606769,nm0420924"
2319,"tt0107096","nm0000231","nm0371665,nm0943430,nm0371664,nm0000231"
5473,"tt0107117","nm0916328","nm0825988"
2412,"tt0107131","nm0242271","nm0122484,nm0003031,nm0941314"
2443,"tt0107144","nm0000720","nm0000720,nm0698493"
5493,"tt0107151","nm0000806","nm0021196,nm0000806"
6250,"tt0107156","nm0000487","nm0000487,nm0671824,nm0770005"
2581,"tt0107206","nm0000583","nm0536587"
2597,"tt0107211","nm0001490","nm0257209,nm0427468"
2771,"tt0107286","nm0394280","nm0171474,nm0192342"
2790,"tt0107290","nm0000229","nm0000341,nm0462895"
2793,"tt0107291","nm0906676","nm0810559,nm0827436,nm0906673,nm0906676"
2810,"tt0107302","nm0784061","nm0506629,nm0582481"
2834,"tt0107315","nm0000264","nm0000264"
3207,"tt0107347","nm0453720","nm0661871"
2936,"tt0107362","nm0001532","nm0672015,nm0498963,nm0000948,nm0036714"
2980,"tt0107387","nm0428751","nm0428751"
3135,"tt0107473","nm0573796","nm0697115"
3183,"tt0107507","nm0000095","nm0000095,nm0108613"
3276,"tt0107554","nm0400436,nm0400441","nm0400441,nm0400436,nm0931862"
3404,"tt0107611","nm0001214,nm0000750","nm0744839,nm0188165"
3414,"tt0107614","nm0001060","nm0277590,nm0802020,nm0228908"
3491,"tt0107653","nm0005139","nm0005139"
3517,"tt0107665","nm0381699","nm0000175,nm0725379"
5814,"tt0107688","nm0783139","nm0000318,nm0568313,nm0003031"
3679,"tt0107750","nm0504802","nm0504802,nm0261528"
5870,"tt0107798","nm0001587","nm0001300,nm0001587"
170,"tt0107808","nm0000142","nm0359387"
3830,"tt0107818","nm0001129","nm0638913"
5887,"tt0107822","nm0001005","nm0001005"
3879,"tt0107840","nm0005436","nm0005436"
5927,"tt0107889","nm0911486","nm0911486,nm0490061"
5974,"tt0107943","nm0412465","nm0410958,nm0695609"
4153,"tt0107969","nm0442241","nm0000341,nm0442241,nm0045660"
4163,"tt0107977","nm0000316","nm0788526,nm0151362,nm0000316"
4168,"tt0107978","nm0215269","nm0627159,nm0591160,nm0588340,nm0215269"
4200,"tt0107983","nm0575389","nm0377088"
4205,"tt0107985","nm0827663","nm0363958"
6024,"tt0108037","nm0262693","nm0262693,nm0348363"
4301,"tt0108052","nm0000229","nm0447745,nm0001873"
6040,"tt0108071","nm0002140","nm0122364,nm0003031"
4426,"tt0108122","nm0000265","nm0142577,nm0000265,nm3004592"
4475,"tt0108147","nm0004886","nm0650561,nm0189979,nm0556789,nm0397411"
2662,"tt0108148","nm0950759","nm0848826,nm0490622,nm0849283,nm0007139"
4478,"tt0108149","nm0770961","nm0345359"
4498,"tt0108160","nm0001188","nm0033578,nm0001188,nm0911486"
4505,"tt0108162","nm0637518","nm0505615,nm0000390"
4535,"tt0108174","nm0772095","nm0289219"
4558,"tt0108185","nm0000750","nm0897045,nm0140643,nm0583292,nm0787289,nm0449576"
4559,"tt0108186","nm0711114","nm0166767,nm0573185,nm0006997,nm0046943,nm0806416,nm0770974"
4625,"tt0108207","nm0950000","nm0001385"
4675,"tt0108218","nm0683696",NA
4725,"tt0108238","nm0380705","nm0380705,nm0438320"
4764,"tt0108255","nm0417708,nm0608084","nm0071970,nm0750344,nm0004412"
4803,"tt0108265","nm0141961","nm0271061"
4859,"tt0108308","nm0318795","nm0247653,nm0481990,nm0318795"
6326,"tt0108330","nm0001994","nm0938326,nm0315205"
6404,"tt0108358","nm0181902,nm0418883","nm0418883"
6340,"tt0108394","nm0001425","nm0001425,nm0682830,nm0002140,nm0954072,nm0005744"
6478,"tt0108399","nm0001716","nm0000233,nm0000812"
6183,"tt0108401","nm0369780,nm0453165","nm0453165"
6692,"tt0108525","nm0839660","nm0000196,nm0877425,nm0877901"
6703,"tt0108526","nm0629216,nm0920425,nm0957797,nm0957798","nm0788234,nm0847994"
6709,"tt0108539","nm0458228","nm0458228"
6740,"tt0108550","nm0002120","nm0373282"
6742,"tt0108551","nm0001270","nm0877913,nm0517064,nm0486824"
3652,"tt0108592","nm0007139","nm0150909,nm0848826,nm0007139"
60,"tt0109015","nm0304395","nm0645661,nm0759166"
5180,"tt0109026","nm0461895","nm2121440,nm0477269"
225,"tt0109034","nm0769522","nm0493816,nm0000513,nm0769522"
227,"tt0109035","nm0689385","nm0689385,nm0575656,nm0177875"
236,"tt0109040","nm0001723","nm0077062,nm0001723,nm0000120"
4922,"tt0109045","nm0254632","nm0254632"
283,"tt0109068","nm0499724","nm0929186"
354,"tt0109093","nm0001325","nm0001325"
422,"tt0109133","nm0511924","nm0511924,nm0664115"
549,"tt0109190","nm0425957","nm0000455"
703,"tt0109254","nm0000484","nm0045301,nm0677943,nm0211823"
781,"tt0109287","nm0906548","nm0811414,nm0139655"
782,"tt0109288","nm0082802","nm0001834,nm0493369"
818,"tt0109303","nm0394280","nm0723468,nm0061337,nm0005366"
819,"tt0109305","nm0001243","nm0005421"
866,"tt0109327","nm0283500","nm0654323,nm0001825"
937,"tt0109348","nm0000095","nm0000095,nm0569790"
972,"tt0109370","nm0601619","nm0601619"
1114,"tt0109424","nm0939182","nm0939182"
1131,"tt0109439","nm0917992","nm0304665,nm0541632,nm0000345"
1853,"tt0109440","nm0073322","nm0149260,nm0268543,nm0490702"
1139,"tt0109444","nm0637518","nm0002007,nm0829329,nm0001873,nm0587518"
1188,"tt0109456","nm0750701","nm0712753,nm0152466"
1240,"tt0109484","nm0625458","nm0625458"
5176,"tt0109506","nm0001639","nm0639335,nm0775017,nm0794326"
1305,"tt0109520","nm0918873","nm0109359"
1340,"tt0109550","nm0047798","nm0047798,nm0054753"
1040,"tt0109592","nm0811714","nm0778554,nm0739744"
1480,"tt0109627","nm0676248,nm0691061","nm0792137,nm0940237"
1490,"tt0109635","nm0001469","nm0000341,nm0001921"
1609,"tt0109676","nm0000824","nm0341389,nm0543619,nm0058302,nm0084090"
1621,"tt0109686","nm0268380,nm0125803","nm0268380,nm0947395,nm0125803"
492,"tt0109688","nm0939182","nm0149222,nm0939182"
1649,"tt0109707","nm0000318","nm0340674,nm0018735,nm0438989"
5324,"tt0109813","nm0505152","nm0662678,nm0421084,nm0211823"
1961,"tt0109830","nm0000709","nm0343165,nm0744839"
1970,"tt0109831","nm0001565","nm0193485"
5367,"tt0109890","nm0002044","nm0860292,nm0001353,nm0427468"
2101,"tt0109891","nm0222043","nm0662678,nm0421084"
2198,"tt0109936","nm0528718","nm0304665,nm0541632"
2219,"tt0109951","nm0933505","nm0933505,nm0868242"
2322,"tt0110005","nm0001392","nm0909638,nm0001392"
2324,"tt0110006","nm0109359","nm0031976,nm0109359"
3904,"tt0110008","nm0847223","nm0847223"
2381,"tt0110027","nm0602452","nm0927074,nm0592436,nm0659949,nm0645017,nm0544528"
2424,"tt0110057","nm0416945",NA
5497,"tt0110074","nm0001054,nm0001053","nm0001053,nm0001054,nm0000600"
2513,"tt0110093","nm0796124","nm0583600,nm0796124"
2556,"tt0110116","nm0741262","nm0741262"
2571,"tt0110123","nm0677943","nm0951599,nm0119542,nm0289219,nm0442190,nm0471217,nm0677943,nm0046943,nm0806416"
1904,"tt0110200","nm0150906","nm0150906,nm0948137,nm12512408"
2850,"tt0110265","nm0000812","nm0000812"
5623,"tt0110308","nm0001093","nm0052964"
2974,"tt0110322","nm0001880","nm0793463,nm0937074,nm0365659"
2981,"tt0110329","nm0281869","nm0428751,nm0583397,nm0784682"
5657,"tt0110357","nm0021249,nm0591450","nm0575293,nm0731271,nm0941314,nm0560329,nm0424556,nm0177170,nm0258059,nm0309128,nm0873779,nm0135296,nm0363125,nm0460146,nm0761498,nm0004552,nm0500858,nm0710020,nm0538588,nm0326814,nm0322368,nm0442483,nm0020599,nm0780117,nm0854185,nm0873092,nm0879318,nm0901038,nm0936374,nm0925276,nm0152312"
3033,"tt0110364","nm0242271","nm0272464,nm0787768,nm0842476,nm0325271"
5663,"tt0110366","nm0790715","nm0790715,nm0938774,nm0779592,nm0345488,nm0563397"
2979,"tt0110413","nm0000108","nm0000108"
5701,"tt0110428","nm0405336","nm0003141"
3159,"tt0110442","nm0911486","nm0911486,nm0829739,nm0662678,nm0421084"
3160,"tt0110443","nm0145309","nm0175080,nm0608658,nm0731679,nm0671766,nm0520893,nm0001834,nm0002651"
1348,"tt0110513","nm0481703","nm6294169"
3342,"tt0110538","nm0001188","nm0001188,nm0258286"
3359,"tt0110557","nm0002171","nm0002171,nm0471217"
3433,"tt0110598","nm0389591","nm0389591"
3455,"tt0110613","nm0956052","nm0253214,nm0468293"
3509,"tt0110632","nm0000231","nm0000233,nm0892705,nm0752116,nm0000231"
3520,"tt0110638","nm0000776","nm0359613,nm0629933"
5800,"tt0110647","nm0003423","nm0006639,nm0003369,nm0256779"
5804,"tt0110657","nm0128883","nm0436543,nm0497828"
3595,"tt0110687","nm0001661","nm0958993,nm0770650"
3643,"tt0110725","nm0000219","nm0395288,nm0751547"
3655,"tt0110729","nm0848414","nm0114526,nm0240357"
5855,"tt0110763","nm0402563,nm0002653","nm0456946,nm0143129,nm0176497"
3825,"tt0110823","nm0181741","nm0181741"
3897,"tt0110857","nm0582635","nm0411477,nm0698493,nm0205307,nm0158749"
2913,"tt0110878","nm0240988","nm0009768,nm0058286,nm0240986,nm0240988"
4045,"tt0110907","nm0000265","nm0000265,nm0795694"
3969,"tt0110912","nm0000233","nm0000233,nm0000812"
3996,"tt0110932","nm0000602","nm0001921,nm0329544"
4048,"tt0110950","nm0001774","nm0157536"
5971,"tt0110955","nm0001130","nm0919087,nm0481418"
4094,"tt0110971","nm0001508","nm0122950"
4880,"tt0110978","nm0377066","nm0377066,nm0001361"
5990,"tt0110997","nm0000436","nm0642137"
5940,"tt0111003","nm0650233","nm0374423,nm0254645,nm0744429,nm0275286"
6025,"tt0111070","nm0664756","nm1080144,nm0748874"
5843,"tt0111138","nm0612730","nm0042341,nm0612730"
4385,"tt0111149","nm0000965","nm0388076"
6060,"tt0111161","nm0001104","nm0000175,nm0001104"
4443,"tt0111181","nm0637189","nm0840765"
4472,"tt0111201","nm0241090","nm0241090"
4658,"tt0111280","nm0141222","nm0734472,nm0075834,nm0601822,nm0103804"
4668,"tt0111282","nm0000386","nm0002041,nm0000386"
4717,"tt0111301","nm0211823","nm0211823"
4782,"tt0111323","nm0225416","nm0077171"
6121,"tt0111333","nm0723704","nm0723704,nm1270819"
4275,"tt0111341","nm0850601","nm0470004,nm0896902,nm0229569,nm0586280,nm0850601"
4869,"tt0111400","nm0764776","nm0878638"
6373,"tt0111438","nm0001382","nm0894156,nm0724700"
6341,"tt0111495","nm0001425","nm0001425,nm0682830,nm0002140,nm0954072,nm0460058,nm0489995"
6476,"tt0111503","nm0000116","nm0000116,nm0956022,nm0584770,nm0436687"
6342,"tt0111507","nm0001425","nm0001425,nm0682830,nm0002140,nm0954072,nm0460058,nm0489995"
6588,"tt0111585","nm0393682","nm0393682"
3531,"tt0111686","nm0000127","nm0000127"
6749,"tt0111693","nm0001502","nm0060103,nm0291253"
6825,"tt0111732","nm0450194","nm0557895"
6864,"tt0111756","nm0001410","nm0330108,nm0001410"
237,"tt0112281","nm0644203","nm0077062,nm0644203"
6399,"tt0112302","nm0382072","nm0878494,nm0814085,nm0521739"
4940,"tt0112346","nm0001661","nm0815070"
450,"tt0112384","nm0000165","nm0522554,nm0460200,nm0115310,nm0718031"
541,"tt0112431","nm0003088","nm0455404,nm0004306,nm0003088"
4970,"tt0112438","nm0272704","nm0178518,nm0272704"
588,"tt0112453","nm0920425","nm0748429,nm0504327,nm0169325,nm0776107"
4980,"tt0112461","nm0436284","nm0140860,nm0326734"
619,"tt0112462","nm0001708","nm0004170,nm0060761,nm0060760,nm0326040"
5011,"tt0112499","nm0805965","nm0805965"
738,"tt0112508","nm0205542","nm0379056,nm0001191"
871,"tt0112573","nm0000154","nm0908824"
5072,"tt0112579","nm0000142","nm0481418,nm0909077"
974,"tt0112625","nm0174374","nm0712444,nm0472600,nm0000850"
1008,"tt0112641","nm0000217","nm0683380,nm0000217"
1011,"tt0112642","nm0797869","nm0649866,nm0832300,nm0646818"
5124,"tt0112682","nm0001988,nm0000466","nm0012496,nm0000466,nm0001988,nm0491011"
1146,"tt0112688","nm0000490","nm0697115,nm0000490"
1163,"tt0112697","nm0002132","nm0002132"
1210,"tt0112715","nm0550881","nm0000341,nm0788234"
1233,"tt0112722","nm0000750","nm0081189,nm0535189"
1267,"tt0112740","nm0001716","nm0771512,nm0377543"
5175,"tt0112744","nm0000576","nm0000576"
1287,"tt0112750","nm0304521","nm0463521,nm0407477,nm0304521,nm0142872,nm0278350,nm0000812"
1298,"tt0112760","nm0001317","nm0065847,nm0331079,nm0262595,nm0317279,nm0455207,nm0635565"
1369,"tt0112817","nm0000464","nm0000464"
1374,"tt0112819","nm0400436,nm0400441","nm0400441,nm0400436,nm0114285,nm1088323"
1435,"tt0112851","nm0001675","nm0001675"
1477,"tt0112870","nm0159147","nm0159147,nm0796503"
1521,"tt0112883","nm0505230","nm0126406,nm0505230"
5249,"tt0112887","nm0000777","nm0000777"
1569,"tt0112896","nm0000316","nm0000316,nm0209918,nm0352229,nm0831290"
1698,"tt0112950","nm0610496","nm0374084"
5283,"tt0112966","nm0003355","nm0598036,nm0003355"
1846,"tt0113041","nm0796124","nm0352443,nm0329304,nm0583600,nm0796124"
1898,"tt0113071","nm0958387","nm0131661,nm0395924,nm0629933"
5327,"tt0113083","nm0000264","nm0000264,nm0662213"
1950,"tt0113093","nm0392837","nm0392837"
1969,"tt0113101","nm0025978,nm0734319,nm0001675,nm0000233,nm0005062","nm0025978,nm0734319,nm0001675,nm0000233"
1993,"tt0113114","nm0514546","nm0418321,nm0088097,nm0560469,nm0907929"
2004,"tt0113149","nm0001929","nm0001929,nm0095579,nm0041462"
2098,"tt0113161","nm0001756","nm0001465,nm0291082"
2107,"tt0113163","nm0481702,nm0481703","nm0628805"
2156,"tt0113189","nm0132709","nm0001220,nm0289833,nm0128997,nm0270761"
130,"tt0113198","nm0510674","nm0536440,nm0558533,nm0683724,nm0035664,nm0233233"
2215,"tt0113228","nm0222043","nm0425756"
2234,"tt0113243","nm0812200","nm0604360"
2252,"tt0113253","nm0152640","nm0384185,nm0000118,nm0268107"
2378,"tt0113305","nm0005436","nm0005436"
2399,"tt0113313","nm0002089","nm0313274,nm0362402,nm0076791"
4222,"tt0113326","nm0867262","nm0849282,nm0530853"
2477,"tt0113347","nm0602104","nm0653307,nm0026862"
5534,"tt0113419","nm0000568","nm0052209,nm0558953"
2751,"tt0113481","nm0519434","nm0317218"
2769,"tt0113492","nm0134176","nm0905957,nm0264338,nm0006894,nm0936537,nm0211823"
2833,"tt0113540","nm0164187","nm0005101,nm0164187"
2108,"tt0113568","nm0632716,nm0651900","nm0794385,nm0411872"
2966,"tt0113627","nm0001214","nm3840714,nm0001214"
3004,"tt0113656",NA,NA
3047,"tt0113677","nm0001139","nm0001139"
3076,"tt0113690","nm0000850","nm0000850"
3137,"tt0113729","nm0000944","nm0590360"
5731,"tt0113762","nm0001361","nm0001361,nm0007206,nm0869935,nm0000175"
3302,"tt0113819","nm0000095","nm0000095"
6767,"tt0113824","nm0464911","nm0594503,nm0383707,nm1248357,nm1248358"
3349,"tt0113843","nm0172523","nm0172523"
3354,"tt0113845","nm0747849","nm0724514,nm0521739"
3386,"tt0113855","nm0027271","nm0095460,nm0864880,nm0238256"
3546,"tt0113972","nm0000824","nm0242059"
3551,"tt0113981","nm0414910","nm0551598"
3569,"tt0113986","nm0001060","nm0105317,nm0001060"
3575,"tt0113987","nm0000231","nm0729151,nm0929349,nm0000231"
3611,"tt0114011","nm0322128","nm0454783"
3684,"tt0114047","nm0943237","nm0943237"
5890,"tt0114134","nm0000425","nm0794839,nm0000425"
3877,"tt0114148","nm0300265,nm0325196","nm0082772,nm0335666,nm0493857,nm0443855,nm0335469,nm0957798,nm0560329,nm0326814,nm0436314,nm0322368,nm0316727,nm0606407,nm1190000,nm0548211,nm0118333,nm0152284,nm0142200,nm0278181,nm0424666,nm0389445,nm0699213,nm0710181,nm1786806,nm0563602,nm0234837,nm0460146,nm0300265"
5931,"tt0114194","nm0927074","nm0927074"
5948,"tt0114214","nm0000600","nm0601881"
4246,"tt0114319","nm0001628","nm0853138,nm0000697,nm0499626,nm0070660,nm0713128"
4317,"tt0114369","nm0000399","nm0001825"
4343,"tt0114388","nm0000487","nm0000807,nm0000668"
4432,"tt0114436","nm0000682","nm0000390"
4499,"tt0114472","nm0006835","nm0006835"
4554,"tt0114496","nm0002120","nm0451884"
4602,"tt0114508","nm0002044","nm0271022"
4710,"tt0114558","nm0000941","nm0000116,nm0168379"
4802,"tt0114594","nm0398986","nm0398986"
6317,"tt0114660","nm0001219","nm0003298"
6386,"tt0114681","nm0001814","nm0562767,nm0377750"
6392,"tt0114682","nm0452319","nm0063819"
6407,"tt0114694","nm0781842","nm0877425,nm0877901"
6423,"tt0114702","nm0002140","nm0358960"
6431,"tt0114709","nm0005124","nm0005124,nm0230032,nm0004056,nm0710020,nm0923736,nm0169505,nm0812513"
6537,"tt0114781","nm0614276","nm0368818,nm0716257,nm0493369"
6206,"tt0114814","nm0001741","nm0003160"
6597,"tt0114825","nm0000127","nm0000552,nm0528487,nm0614151,nm0524710,nm0662134"
6622,"tt0114844","nm0893872","nm0073053,nm0207401,nm0893872"
6631,"tt0114852","nm0000118","nm0943909,nm0798103,nm0727211,nm0455785,nm0385430,nm0796795,nm0837917"
6638,"tt0114857","nm0502577","nm0077171"
