"nconst","primaryName","knownForTitles"
"nm0000391","Rupert Everett","tt0119738,tt2404639,tt0109592,tt0122541"
"nm0000393","Peter Falk","tt1466074,tt0074937,tt0093779,tt0281322"
"nm0000394","Chris Farley","tt0114694,tt0118708,tt0115697,tt0106598"
"nm0000396","Farrah Fawcett","tt0079285,tt0074812,tt0082136,tt0091024"
"nm0000397","Corey Feldman","tt0092005,tt0093437,tt0089218,tt0096734"
"nm0000398","Sally Field","tt0109830,tt0443272,tt0098384,tt0076729"
"nm0000399","David Fincher","tt0114369,tt2267998,tt0443706,tt1285016"
"nm0000400","Linda Fiorentino","tt0110308,tt0119654,tt0120655,tt0088680"
"nm0000401","Laurence Fishburne","tt0133093,tt0234215,tt1598778,tt0327056"
"nm0000402","Carrie Fisher","tt0076759,tt2527336,tt0080684,tt0086190"
"nm0000403","Bridget Fonda","tt0120324,tt0107843,tt0105414,tt0139414"
"nm0000404","Jane Fonda","tt0067309,tt0062711,tt3312830,tt0077362"
"nm0000406","John Ford","tt0045061,tt0032551,tt0033729,tt0031971"
"nm0000407","Vivica A. Fox","tt0116629,tt0266697,tt0373474,tt0118688"
"nm0000408","Jonathan Frakes","tt0117731,tt0120844,tt0111280,tt0253754"
"nm0000409","Brendan Fraser","tt0120616,tt0375679,tt0209163,tt13833688"
"nm0000410","Stephen Fry","tt0280707,tt0434409,tt0120514,tt0371724"
"nm0000411","Edward Furlong","tt0103064,tt0165710,tt0120586,tt0990407"
"nm0000412","Andy Garcia","tt0240772,tt0099674,tt0349903,tt0343996"
"nm0000413","Janeane Garofalo","tt0132347,tt0382932,tt0117979,tt0243655"
"nm0000414","Teri Garr","tt0084805,tt0075860,tt0072431,tt0085970"
"nm0000415","Jami Gertz","tt0117998,tt0093437,tt0320970,tt0088128"
"nm0000416","Terry Gilliam","tt0088846,tt0071853,tt0081633,tt1054606"
"nm0000417","Crispin Glover","tt0118141,tt0310357,tt0091860,tt1898069"
"nm0000418","Danny Glover","tt0093409,tt0122151,tt0097733,tt1190080"
"nm0000419","Jean-Luc Godard","tt0057869,tt0056663,tt0058898,tt0059592"
"nm0000420","Valeria Golino","tt0095953,tt8613070,tt0102059,tt0107144"
"nm0000421","Cuba Gooding Jr.","tt0116695,tt0316465,tt0203019,tt0101507"
"nm0000422","John Goodman","tt1179933,tt0101410,tt1024648,tt1907668"
"nm0000424","Hugh Grant","tt0314331,tt0276751,tt0109831,tt0125439"
"nm0000425","Peter Greenaway","tt0097108,tt0446750,tt1702429,tt0092929"
"nm0000426","Jennifer Grey","tt0092890,tt0091042,tt0087985,tt2013293"
"nm0000427","Pam Grier","tt0119396,tt0228333,tt0069897,tt0071517"
"nm0000428","D.W. Griffith","tt0004972,tt0006864,tt0010484,tt0009968"
"nm0000429","Melanie Griffith","tt0096463,tt0091983,tt0086984,tt0117107"
"nm0000430","Steve Guttenberg","tt0091949,tt0094137,tt0087928,tt0098966"
"nm0000431","Taylor Hackford","tt0350258,tt0106469,tt0109642,tt0084434"
"nm0000432","Gene Hackman","tt0067116,tt0095647,tt0265666,tt0105695"
"nm0000433","Corey Haim","tt0093437,tt0095519,tt0091445,tt0090021"
"nm0000435","Daryl Hannah","tt0094291,tt0378194,tt0088161,tt0083658"
"nm0000436","Curtis Hanson","tt0119488,tt0388125,tt0104389,tt0298203"
"nm0000437","Woody Harrelson","tt2356777,tt0117318,tt0110632,tt5027774"
"nm0000438","Ed Harris","tt0800308,tt0183659,tt0120382,tt0112384"
"nm0000439","Neil Patrick Harris","tt4834206,tt0460649,tt2267998,tt0120201"
"nm0000440","Nina Hartley","tt0118749,tt0189990,tt1282224,tt0167019"
"nm0000441","Noah Hathaway","tt0088323,tt0092115,tt0076984,tt0077215"
"nm0000442","Rutger Hauer","tt1640459,tt0083658,tt0091209,tt0401792"
"nm0000444","Glenne Headly","tt0095031,tt2229499,tt0099422,tt0113862"
"nm0000445","Dan Hedaya","tt0114814,tt0112697,tt0166924,tt0088944"
"nm0000446","Mariel Hemingway","tt0079522,tt0094074,tt0088960,tt0159730"
"nm0000448","Lance Henriksen","tt0090605,tt0107076,tt0370263,tt0114214"
"nm0000449","Natasha Henstridge","tt0114508,tt0228333,tt0120841,tt0190138"
"nm0000450","Philip Seymour Hoffman","tt1560747,tt0379725,tt0292963,tt0181875"
"nm0000451","Gaby Hoffmann","tt0097351,tt0114011,tt0116242,tt0098554"
"nm0000452","Lauren Holly","tt0109686,tt0103512,tt0106770,tt0207201"
"nm0000453","Ian Holm","tt0167260,tt0120737,tt0088846,tt0382932"
"nm0000454","Dennis Hopper","tt0064276,tt0090756,tt0111257,tt0114898"
"nm0000455","John Hughes","tt0093748,tt0090305,tt0088847,tt0091042"
"nm0000456","Holly Hunter","tt0092699,tt0107822,tt0328538,tt3606756"
"nm0000457","John Hurt","tt0087803,tt0078748,tt0080678,tt0077928"
"nm0000458","William Hurt","tt0399146,tt0120738,tt0080360,tt0092699"
"nm0000459","Timothy Hutton","tt0081283,tt1103987,tt0115639,tt0343737"
"nm0000460","Jeremy Irons","tt0094964,tt0110357,tt2094766,tt2975590"
"nm0000461","Michael Ironside","tt0120201,tt0100802,tt0081455,tt0092099"
"nm0000463","Famke Janssen","tt0376994,tt0113189,tt0120903,tt0185371"
"nm0000464","Jim Jarmusch","tt5247022,tt0412019,tt0088184,tt1714915"
"nm0000465","Ron Jeremy","tt0144117,tt0165710,tt0124819,tt0120577"
"nm0000466","Jean-Pierre Jeunet","tt0344510,tt0211915,tt0101700,tt0112682"
"nm0000469","James Earl Jones","tt3748528,tt6105098,tt0097351,tt0099810"
"nm0000470","Jeffrey Jones","tt0086879,tt0091225,tt0091042,tt0109707"
"nm0000471","Raul Julia","tt0111301,tt0101272,tt0089424,tt0106220"
"nm0000473","Diane Keaton","tt0075686,tt0337741,tt0356680,tt0082979"
"nm0000474","Michael Keaton","tt2562232,tt1895587,tt4276820,tt0096895"
"nm0000477","Mia Kirshner","tt0277371,tt0387877,tt0115986,tt0109759"
"nm0000479","Walter Koenig","tt0060028,tt0092007,tt0084726,tt0102975"
"nm0000480","Elias Koteas","tt0120863,tt0822854,tt0100758,tt0115964"
"nm0000481","Alice Krige","tt0117731,tt9086228,tt0105428,tt1981115"
"nm0000482","Sylvia Kristel","tt0078740,tt0071464,tt0081249,tt0077497"
"nm0000483","Christopher Lambert","tt0091203,tt0113855,tt0106950,tt0120604"
"nm0000484","John Landis","tt0080455,tt0067716,tt0086491,tt0118747"
"nm0000485","Fritz Lang","tt0057345,tt0022100,tt0017136,tt0038057"
"nm0000486","Heather Langenkamp","tt0087800,tt0111686,tt0094490,tt13444912"
"nm0000487","Ang Lee","tt0107156,tt0190332,tt0454876,tt0808357"
"nm0000488","Brandon Lee","tt0109506,tt0105219,tt0102915,tt0099978"
"nm0000489","Christopher Lee","tt0121765,tt0167261,tt0070917,tt0120737"
"nm0000490","Spike Lee","tt0097216,tt0104797,tt0091939,tt0102175"
"nm0000491","John Leguizamo","tt0203009,tt0120177,tt0162677,tt0117509"
"nm0000492","Jennifer Jason Leigh","tt3460252,tt0105414,tt0108122,tt0109642"
"nm0000493","Jack Lemmon","tt0053604,tt0104348,tt0053291,tt0107050"
"nm0000494","Robert Sean Leonard","tt0097165,tt0412142,tt0107616,tt0106226"
"nm0000495","Téa Leoni","tt0218967,tt0163025,tt0120647,tt0112442"
"nm0000496","Juliette Lewis","tt0101540,tt1322269,tt0110632,tt0116367"
"nm0000497","Jennifer Lien","tt0112178,tt0120586,tt0133189,tt0106100"
"nm0000498","Matthew Lillard","tt0267913,tt0133189,tt1033575,tt0331632"
"nm0000499","Bai Ling","tt0119994,tt0109506,tt1121931,tt0405336"
"nm0000500","Richard Linklater","tt0243017,tt2209418,tt1065073,tt0405296"
"nm0000501","Ray Liotta","tt0272207,tt0099685,tt0091983,tt0365686"
"nm0000502","Christopher Lloyd","tt0088763,tt0096438,tt0101272,tt0106220"
"nm0000505","Nia Long","tt0168501,tt0208003,tt2083355,tt0181984"
"nm0000506","Julia Louis-Dreyfus","tt0098904,tt2390361,tt0462128,tt1759761"
"nm0000507","Rob Lowe","tt0090060,tt0086066,tt0105793,tt1291580"
"nm0000508","Carey Lowell","tt0097742,tt0119115,tt0098844,tt0108160"
"nm0000509","Bela Lugosi","tt0021814,tt0024894,tt0031951,tt0024188"
"nm0000510","Andie MacDowell","tt0107048,tt0098724,tt0109831,tt0102070"
"nm0000511","Shirley MacLaine","tt0086425,tt0053604,tt0098384,tt0048750"
"nm0000512","Elle Macpherson","tt0119051,tt0118688,tt0108778,tt0111201"
"nm0000513","William H. Macy","tt0116282,tt0175880,tt1586680,tt0118749"
"nm0000514","Michael Madsen","tt0105236,tt0266697,tt0119008,tt0103074"
"nm0000515","Virginia Madsen","tt0375063,tt0103919,tt0114194,tt0492044"
"nm0000516","Lee Majors","tt0071054,tt0081859,tt0081558,tt0096061"
"nm0000517","Terrence Malick","tt0077405,tt0069762,tt0478304,tt5827916"
"nm0000518","John Malkovich","tt0120601,tt0107206,tt0887883,tt0094947"
"nm0000519","David Mamet","tt0093223,tt0120202,tt0104348,tt0120885"
"nm0000520","Michael Mann","tt0140352,tt0369339,tt0104691,tt0083190"
"nm0000521","Sophie Marceau","tt0082100,tt0143145,tt0112573,tt1194616"
"nm0000523","Julianna Margulies","tt0108757,tt0288477,tt1174730,tt0417148"
"nm0000524","Mary Stuart Masterson","tt0106387,tt0094006,tt0101921,tt0109198"
"nm0000525","Heather Matarazzo","tt0114906,tt0498353,tt0118971,tt0247638"
"nm0000526","Samantha Mathis","tt0115759,tt0144084,tt0108255,tt0100436"
"nm0000527","Walter Matthau","tt0063374,tt0072251,tt0060424,tt0069865"
"nm0000528","Mathilda May","tt0089489,tt0119395,tt0092797,tt0102130"
"nm0000529","Debi Mazar","tt0112950,tt0140352,tt0106375,tt1767372"
"nm0000530","Andrew McCarthy","tt2372162,tt2741602,tt0091790,tt0098627"
"nm0000531","Frances McDormand","tt0116282,tt5027774,tt1748122,tt0181875"
"nm0000532","Malcolm McDowell","tt0066921,tt0111280,tt0080025,tt0373883"
"nm0000533","Gates McFadden","tt8806524,tt0092455,tt0091369,tt0112060"
"nm0000534","Kelly McGillis","tt0092099,tt0090329,tt0094608,tt0093467"
"nm0000535","Rose McGowan","tt1077258,tt0155776,tt0462322,tt0158552"
"nm0000537","Steve McQueen","tt0057115,tt0063688,tt0070511,tt0068638"
"nm0000538","Colm Meaney","tt0106145,tt0375912,tt0105690,tt0118880"
"nm0000539","Dina Meyer","tt0120201,tt0113481,tt0387564,tt0253754"
"nm0000541","Bette Midler","tt0094715,tt0116313,tt0107120,tt0091877"
"nm0000542","Penelope Ann Miller","tt0106519,tt1655442,tt0099938,tt0099615"
"nm0000543","Sal Mineo","tt0053804,tt0048545,tt0067065,tt0049261"
"nm0000545","Helen Mirren","tt0436697,tt0280707,tt1245526,tt0975645"
"nm0000546","Matthew Modine","tt0093058,tt0112760,tt1345836,tt2932536"
"nm0000547","Alfred Molina","tt0316654,tt0120679,tt0118749,tt0175880"
"nm0000549","Roger Moore","tt0079574,tt0076752,tt0082398,tt0086034"
"nm0000550","Kate Mulgrew","tt0112178,tt2372162,tt0253754,tt0203946"
"nm0000551","Dermot Mulroney","tt0119738,tt1322269,tt0096487,tt0356680"
"nm0000552","Eddie Murphy","tt0117218,tt0086960,tt0443489,tt0094898"
"nm0000553","Liam Neeson","tt0362269,tt0108052,tt1601913,tt0429493"
"nm0000554","Sam Neill","tt0107290,tt4698684,tt0104850,tt0107822"
"nm0000555","Judd Nelson","tt0088847,tt0102526,tt0090060,tt0092106"
"nm0000556","Olivia Newton-John","tt0077631,tt0081777,tt0086494,tt0119094"
"nm0000557","Brigitte Nielsen","tt0089893,tt0092644,tt5073058"
"nm0000558","Leslie Nielsen","tt0080339,tt0102510,tt0095705,tt0120901"
"nm0000559","Leonard Nimoy","tt0092007,tt0102975,tt0796366,tt0088170"
"nm0000560","Nick Nolte","tt1291584,tt0118564,tt0102713,tt0120863"
"nm0000561","Peter North","tt0183057,tt0199096,tt0160323,tt0090939"
"nm0000562","Jeremy Northam","tt0280707,tt0284978,tt0116191,tt0113957"
"nm0000563","Chris O'Donnell","tt0118688,tt0105323,tt0108333,tt0190865"
"nm0000564","Peter O'Toole","tt0056172,tt0063227,tt0332452,tt0081568"
"nm0000565","Lena Olin","tt0096332,tt0285333,tt0241303,tt0107983"
"nm0000566","Julia Ormond","tt0114319,tt0421715,tt1655420,tt0113071"
"nm0000567","George Orwell","tt0087803,tt0048918,tt0498637,tt1785318"
"nm0000568","Frank Oz","tt0074028,tt0080684,tt0086190,tt0063951"
"nm0000569","Gwyneth Paltrow","tt0138097,tt0120148,tt0116191,tt1300854"
"nm0000570","Alan Parker","tt0116250,tt0095647,tt0077928,tt0092563"
"nm0000571","Mary-Louise Parker","tt0439100,tt1245526,tt0318997,tt0790736"
"nm0000572","Sarah Jessica Parker","tt0159206,tt1261945,tt1000774,tt0356680"
"nm0000574","Jason Patric","tt0272207,tt0093437,tt0480255,tt0120179"
"nm0000576","Sean Penn","tt0327056,tt0315733,tt1013753,tt0112818"
"nm0000577","George Peppard","tt0054698,tt0060177,tt0057917,tt0068663"
"nm0000578","Anthony Perkins","tt0054215,tt0086154,tt0091799,tt0078869"
"nm0000579","Ron Perlman","tt3973768,tt0411477,tt0167190,tt0092319"
"nm0000580","Luke Perry","tt0098749,tt0119116,tt0103893,tt7131622"
"nm0000581","Joseph L. Mankiewicz","tt0042192,tt0056937,tt0041587,tt0069281"
"nm0000582","Joe Pesci","tt0099685,tt0081398,tt1302006,tt0104952"
"nm0000583","Wolfgang Petersen","tt0082096,tt0089092,tt0088323,tt0114069"
"nm0000584","Amanda Peterson","tt0092718,tt0089114,tt0083564,tt0092488"
"nm0000585","Robert Picardo","tt0112178,tt0094433,tt0117731,tt0093260"
"nm0000586","Jada Pinkett Smith","tt0242653,tt0114608,tt0120082,tt0369339"
"nm0000587","Donald Pleasence","tt0082495,tt0077651,tt0062512,tt0057115"
"nm0000588","Martha Plimpton","tt0089218,tt0091557,tt0115639,tt0096018"
"nm0000590","Edgar Allan Poe","tt1772264,tt21321726,tt8381734,tt0024894"
"nm0000591","Roman Polanski","tt0071315,tt0074811,tt1139328,tt1692486"
"nm0000592","Pete Postlethwaite","tt0114814,tt0840361,tt1375666,tt0119567"
"nm0000593","Kelly Preston","tt0185183,tt0405325,tt0116695,tt0312528"
"nm0000596","Jonathan Pryce","tt8404614,tt3750872,tt0120347,tt0104348"
"nm0000597","Bill Pullman","tt0116629,tt1628841,tt0094012,tt0116922"
"nm0000598","Dennis Quaid","tt0297884,tt0319262,tt0186151,tt0093260"
"nm0000599","Kathleen Quinlan","tt0112384,tt0118771,tt0101761,tt0069704"
"nm0000600","Sam Raimi","tt0145487,tt0083907,tt0106308,tt0099365"
"nm0000601","Harold Ramis","tt0087332,tt0107048,tt0083131,tt0478311"
"nm0000602","Robert Redford","tt0087781,tt0081283,tt0064115,tt0074119"
"nm0000603","Vanessa Redgrave","tt0783233,tt1372686,tt0104454,tt0892318"
"nm0000604","John C. Reilly","tt0299658,tt0841046,tt2015381,tt0118749"
"nm0000605","Brad Renfro","tt0109446,tt0112757,tt0118636,tt0117665"
"nm0000606","Jean Reno","tt0110413,tt0095250,tt0122690,tt0383216"
"nm0000607","Paul Reubens","tt0090500,tt0089791,tt0094744,tt0251640"
"nm0000608","Burt Reynolds","tt0118749,tt0076729,tt0082136,tt0117765"
"nm0000609","Ving Rhames","tt0110912,tt0120755,tt0163988,tt2381249"
"nm0000610","Giovanni Ribisi","tt0181984,tt0346156,tt0499549,tt0219699"
"nm0000612","Denise Richards","tt0143145,tt0120201,tt0120890,tt0314331"
"nm0000613","Joely Richardson","tt0361217,tt0187393,tt0115433,tt1932718"
"nm0000614","Alan Rickman","tt0095016,tt0102798,tt0408236,tt0177789"
"nm0000615","John Ritter","tt0117666,tt0075596,tt0100419,tt0307987"
"nm0000616","Eric Roberts","tt0089941,tt1791528,tt0468569,tt1320253"
"nm0000617","Tanya Roberts","tt0090264,tt0088103,tt0165598,tt0083630"
"nm0000618","Isabella Rossellini","tt0090756,tt0104070,tt0106881,tt2316411"
"nm0000619","Tim Roth","tt0114287,tt3460252,tt0110912,tt0133152"
"nm0000620","Mickey Rourke","tt0401792,tt1125849,tt0092563,tt1228705"
"nm0000621","Kurt Russell","tt0082340,tt3460252,tt0084787,tt0116225"
"nm0000623","Rene Russo","tt2872718,tt0155267,tt0117438,tt0122151"
"nm0000625","Fred Savage","tt0094582,tt0093779,tt0090768,tt0295178"
"nm0000626","John Sayles","tt0116905,tt0095082,tt0087004,tt0119657"
"nm0000627","Greta Scacchi","tt0105151,tt0116191,tt0102900,tt0217629"
"nm0000628","Johnathon Schaech","tt11695190,tt0926129,tt0159276,tt0117887"
"nm0000630","Liev Schreiber","tt1895587,tt0458525,tt0368008,tt0404030"
"nm0000631","Ridley Scott","tt3659388,tt0083658,tt0103074,tt2193215"
"nm0000632","Jerry Seinfeld","tt0098904,tt0389790,tt2314952,tt14914430"
"nm0000634","Peter Sellers","tt0078841,tt0057012,tt0057413,tt0072081"
"nm0000636","William Shakespeare","tt10095582,tt20711868,tt8632012,tt14297038"
"nm0000637","Tupac Shakur","tt0104573,tt0107840,tt0109035,tt0118900"
"nm0000638","William Shatner","tt0098382,tt0084726,tt0092007,tt0088170"
"nm0000639","Ally Sheedy","tt0086567,tt0088847,tt0091949,tt0139362"
"nm0000640","Martin Sheen","tt0407887,tt0069762,tt0078788,tt1441912"
"nm0000641","Gary Sinise","tt0109830,tt0105046,tt0112384,tt0117438"
"nm0000642","Marina Sirtis","tt0092455,tt0111280,tt0117731,tt0375679"
"nm0000643","Tom Skerritt","tt0078748,tt0118884,tt0092099,tt0066026"
"nm0000644","Helen Slater","tt0088206,tt0089470,tt0093936,tt0091877"
"nm0000648","Wesley Snipes","tt0120611,tt0102526,tt0106697,tt0105812"
"nm0000649","Paul Sorvino","tt0963194,tt0099685,tt0102803,tt0113987"
"nm0000650","Talisa Soto","tt0113855,tt0119707,tt0097742,tt0117723"
"nm0000651","Sissy Spacek","tt0074285,tt0247425,tt0080549,tt1454029"
"nm0000652","James Spader","tt2741602,tt0402711,tt0098724,tt2395427"
"nm0000653","Brent Spiner","tt0117731,tt1628841,tt0111280,tt0253754"
"nm0000654","Terence Stamp","tt0165854,tt0109045,tt1385826,tt1047011"
"nm0000655","Eric Stoltz","tt0110912,tt0089560,tt0289879,tt0094006"
"nm0000656","Madeleine Stowe","tt0114746,tt0144214,tt0108122,tt0104691"
"nm0000657","David Strathairn","tt0433383,tt0443272,tt0831387,tt0119488"
"nm0000658","Meryl Streep","tt0089755,tt1322269,tt0084707,tt0458352"
"nm0000659","Barbra Streisand","tt0086619,tt0062994,tt0117057,tt0070903"
"nm0000660","Tami Stronach","tt0088323,tt12623434,tt3222644,tt6557704"
"nm0000661","Donald Sutherland","tt1951264,tt0414387,tt0067309,tt1951265"
"nm0000662","Kiefer Sutherland","tt0285331,tt0183649,tt0790686,tt1527186"
"nm0000663","Dominique Swain","tt0119558,tt0119094,tt0426883,tt0203975"
"nm0000664","Patrick Swayze","tt0092890,tt0099653,tt0102685,tt0098206"
"nm0000665","D.B. Sweeney","tt0104040,tt0106912,tt0463963,tt10128846"
"nm0000666","Lili Taylor","tt3488298,tt1457767,tt0116594"
"nm0000667","David Thewlis","tt0107653,tt1201607,tt2980516,tt0451279"
"nm0000668","Emma Thompson","tt0114388,tt2140373,tt0107943,tt0314331"
"nm0000670","Lea Thompson","tt0088763,tt5039578,tt1727381,tt1758772"
"nm0000671","Billy Bob Thornton","tt0117666,tt0120324,tt0243133,tt0285742"
"nm0000673","Marisa Tomei","tt0104952,tt1125849,tt0247425,tt1596363"
"nm0000674","Tamlyn Tomita","tt0319262,tt0091326,tt0406759,tt0411951"
"nm0000675","Jeanne Tripplehorn","tt0103772,tt0106918,tt0114898,tt0120148"
"nm0000676","Chris Tucker","tt0120812,tt0266915,tt1045658,tt0293564"
"nm0000677","Robin Tunney","tt0115963,tt0190865,tt0112950,tt0146675"
"nm0000678","Kathleen Turner","tt0088011,tt0091738,tt0082089,tt0111127"
"nm0000679","Deborah Kara Unger","tt0119174,tt1441912,tt0384537,tt0328538"
"nm0000680","Casper Van Dien","tt0120201,tt0437086,tt0162661,tt0120856"
"nm0000681","Vince Vaughn","tt0452594,tt0396269,tt1078940,tt5657856"
"nm0000682","Paul Verhoeven","tt0093870,tt0389557,tt3716530,tt0164052"
"nm0000683","Gore Vidal","tt0119177,tt0111732,tt0080491,tt0041061"
"nm0000684","Nana Visitor","tt0106145,tt0758746,tt2637276,tt1334102"
"nm0000685","Jon Voight","tt0064665,tt0118615,tt0068473,tt0089941"
"nm0000686","Christopher Walken","tt0077416,tt0264464,tt0427327,tt0114194"
"nm0000687","J.T. Walsh","tt0118771,tt0117666,tt0107665,tt0104257"
"nm0000688","Sela Ward","tt1628841,tt2267998,tt0106977,tt0338096"
"nm0000689","Julie Warner","tt0114694,tt0101745,tt0430634,tt0200337"
"nm0000690","Lesley Ann Warren","tt0084865,tt0410975,tt0088930,tt0057950"
"nm0000691","John Waters","tt0126604,tt0069089,tt0095270,tt0387575"
"nm0000693","Peter Weller","tt0093870,tt0102511,tt0100502,tt0086856"
"nm0000694","Wim Wenders","tt0093191,tt27503384,tt0087884,tt0101458"
"nm0000695","Joanne Whalley","tt0096446,tt0120483,tt0090521,tt0090424"
"nm0000696","Wil Wheaton","tt0092005,tt0084649,tt0103112,tt0092455"
"nm0000697","Billy Wilder","tt0053604,tt0053291,tt0047437,tt0043014"
"nm0000698","Gene Wilder","tt0067992,tt0072431,tt0063462,tt0098282"
"nm0000699","Michael Wincott","tt0102798,tt0109506,tt0114558,tt0108333"
"nm0000701","Kate Winslet","tt0120338,tt0338013,tt0959337,tt0976051"
"nm0000702","Reese Witherspoon","tt2305051,tt0250494,tt0358273,tt0126886"
"nm0000703","BD Wong","tt0107290,tt4158110,tt0369610,tt0120762"
"nm0000704","Elijah Wood","tt0120737,tt0167260,tt0167261,tt0338013"
"nm0000705","Robin Wright","tt0109830,tt0442933,tt0217869,tt0093779"
"nm0000706","Michelle Yeoh","tt6710474,tt0190332,tt3104988,tt0120347"
"nm0000707","Sean Young","tt0083658,tt0087182,tt0093640,tt1856101"
"nm0000708","Billy Zane","tt0120338,tt0117331,tt0096874,tt0097162"
"nm0000709","Robert Zemeckis","tt0088763,tt0109830,tt0118884,tt1907668"
"nm0000710","David Raksin","tt0458339,tt0037008,tt0027977,tt0119668"
"nm0000715","Caroline Aaron","tt1232829,tt0108160,tt0099487,tt0118954"
"nm0000716","Paula Abdul","tt0358082,tt0093894,tt3513500,tt9208444"
"nm0000718","Ian Abercrombie","tt0106308,tt0106220,tt0455499,tt1185834"
"nm0000719","F. Murray Abraham","tt2278388,tt0086879,tt0113819,tt2042568"
"nm0000720","Jim Abrahams","tt0080339,tt0088286,tt0083466,tt0102059"
"nm0000721","Victoria Abril","tt0101026,tt0103030,tt0284491,tt0094822"
"nm0000724","Brooke Adams","tt0077745,tt0085407,tt0077405,tt0103157"
"nm0000725","Joey Lauren Adams","tt0118842,tt0106677,tt0142342,tt2996684"
"nm0000726","Maud Adams","tt0086034,tt0071807,tt0073631,tt0083178"
"nm0000729","Casey Affleck","tt4034228,tt6063090,tt6265828,tt0443680"
"nm0000730","John Agar","tt0040369,tt0100260,tt0049516,tt0041841"
"nm0000732","Danny Aiello","tt0097216,tt0110413,tt0093565,tt0102070"
"nm0000734","Eddie Albert","tt0046250,tt0058808,tt0068687,tt0056197"
"nm0000735","Brian Aldiss","tt0212720,tt31724576,tt0099612,tt0432260"
"nm0000736","Robert Aldrich","tt0070030,tt0071771,tt0056687,tt0061578"
"nm0000737","Jane Alexander","tt0079417,tt0124315,tt0298130,tt0086429"
"nm0000738","Muhammad Ali","tt0076111,tt0056406,tt0118147,tt0077003"
"nm0000741","Tim Allen","tt0114709,tt0101120,tt0177789,tt0111070"
